,longName,industry,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,priceHint,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageDailyVolume10Day,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,timeZoneFullName,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,trailingPegRatio
DNB,"Dun & Bradstreet Holdings, Inc.",Financial Data & Stock Exchanges,Financial Services,6414,1,7,9,3,6,2,0.2,0.0178,1741219200,,,1.151,,10.191302,6582688,6582688,2692588,3663410,4958325248,8.775,12.945,2.083155,12.085,11.12065,8385430528,-0.014579999,310582240,441524992,25240571,24458458,1734048000,1736899200,0.0572,0.09349,0.97723,7.66,0.0912,441524992,7.545,1.4884028,-0.273,-34700000,-0.08,1.11,3.523,13.367,0.001784086,0.19995654,0.05,1733356800,NYQ,EQUITY,DNB,America/New_York,11.23,19,11.9,14.47,14,2.1,buy,10,298000000,0.675,627299968,3709700096,0.541,0.702,2380199936,110.83,5.51,0.0149,-0.0091,1517299968,487350016,455400000,-0.26,0.035,0.63747,0.26354998,0.1228,
DQ,Daqo New Energy Corp.,Semiconductor Equipment & Materials,Technology,5765,,,,,,2,,,,,,0.321,,-13.70886,1523443,1523443,825295,618390,1424361600,13.62,30.85,1.0872833,19.01,18.718,6486074880,-0.08527,254920077,65760000,3659233,3535323,1734048000,1736899200,0.059899997,0.04847,0.49385,3.9,,77266096,70.971,0.30519506,,-111701000,-1.68,-1.28,4.951,656.951,0.07868528,0.19995654,,,NYQ,EQUITY,DQ,America/New_York,21.66,35.54,18.8,24.98222,23,1.88889,buy,9,2313548032,6.978,9873000,,3.812,4.606,1310018944,,19.564,-0.01567,-0.020280002,-60473000,-583803136,-257883008,,-0.591,-0.04616,0.00754,-0.49391997,
DRIO,DarioHealth Corp.,Health Information Services,Healthcare,276,,,,,,4,,,,,,,,-1.7656411,4120892,4120892,643038,662040,26434252,0.56,2.6,1.1467227,0.74324,1.037085,38417752,-2.05622,28065392,38388400,3063840,2006729,1734048000,1736899200,0.0798,0.22938,0.29502,2.4,0.0876,38388400,1.868,0.36862954,,-44930324,-0.93,-0.8,1.667,-0.717,-0.6622549,0.19995654,,,NCM,EQUITY,DRIO,America/New_York,0.6886,5,1,3.16667,3.5,1.66667,buy,3,15547000,0.456,-53551000,30486000,1.269,1.567,23052000,52.103,0.631,-0.34743,-0.74913,14042000,-26869624,-39171000,,1.11,0.60914004,-2.32305,-1.6206399,
DRRX,DURECT Corporation,Drug Manufacturers - Specialty & Generic,Healthcare,48,6,2,6,7,5,4,,,,,,1.133,,-1.4615386,22041,22041,107678,57210,23591920,0.7,1.88,2.8048887,0.8424,1.2125,35182108,-1.87837,29722380,31042000,978343,945893,1727654400,1730332800,0.0315,0.0579,0.23004,17.89,0.0318,31042000,0.487,1.560575,,-15799000,-0.64,-1.02,4.183,-1.411,-0.10588235,0.19995654,,,NCM,EQUITY,DRRX,America/New_York,0.76,8.5,5,6.75,6.75,1.66667,buy,2,15646000,0.504,-24930000,16064000,0.76,0.91,8411000,318.92,0.284,-0.39695,-2.9987702,-12382000,-24426376,-26240000,,0.043,-1.47212,-2.9639802,-1.5679401,
EDRY,EuroDry Ltd.,Marine Shipping,Industrials,,,,,,,2,,,,,,0.804,,17.580645,5276,5276,9405,9430,30388654,10.04,24.84,0.52602816,11.7841,18.434666,144713248,-0.041149996,1259151,2787950,793,961,1727654400,1730332800,0.0003,0.53243,0.04077,0.19,0.0006,2852190,38.717,0.28153008,,-2377170,-2.22,7.31,2.505,8.137,-0.46764344,0.19995654,,,NCM,EQUITY,EDRY,America/New_York,10.9,30,20,26.66667,30,2,buy,3,4408348,1.581,17784284,97307656,0.734,0.975,57770016,83.397,21.137,0.015240001,-0.02464,25205342,-57483152,8091390,,0.686,0.4363,0.30785,0.08926,
EFXT,Enerflex Ltd.,Oil & Gas Equipment & Services,Energy,4800,7,3,8,5,5,2,0.11,0.0135,1732579200,,,1.7,,7.7514925,564835,564835,432116,381440,1169744384,4.6,10.61,0.49286112,9.7338,6.8381,1868533760,-0.043,122989190,124045000,202469,386335,1675123200,1690761600,0.0016,0.00492,0.64287,4.64,,124097000,11.246,0.83852035,,-102046288,-0.64,0.65,0.787,6.162,0.84540117,0.19995654,0.018,1724284800,NYQ,EQUITY,EFXT,America/New_York,9.43,14,11.5,12.75,12.75,1.77778,buy,2,126000000,1.016,303227232,960000000,0.876,1.271,2373375232,93.842,19.148,0.03034,-0.09393,445915872,177858112,315693856,,0.06,0.18788,0.12776,0.099350005,
ELBM,Electra Battery Materials Corporation,Other Industrial Metals & Mining,Basic Materials,,,,,,,4,,,,,,1.947,,-2.381579,39136,39136,48262,24320,26794154,1.044,3,,1.67924,1.90043,79776368,,49746593,14803400,136863,169077,1727654400,1730332800,0.0024,0.011560001,0.04832,2.98,0.0024,60793800,1.491,1.2139503,,-74023000,-3.94,-0.43,,,-0.26661265,0.19995654,,,NCM,EQUITY,ELBM,America/New_York,1.81,5.1193056,3.524596,4.1949477,3.9409416,2.5,buy,3,5128000,0.09,,55574000,0.085,0.108,,79.368,,-0.04204,-0.78266,,-20546876,-26000000,,,,,,
EOLS,"Evolus, Inc.",Drug Manufacturers - Specialty & Generic,Healthcare,322,6,6,8,8,7,2,,,,,,1.315,,-1498.2856,991175,991175,724930,848160,830144832,9.25,17.82,3.3429637,12.1638,13.379225,874984768,-0.22333999,49801721,63321500,5931320,5184738,1734048000,1736899200,0.0937,0.12388,0.79163,8.5,0.095699996,64770500,0.093,140.96773,,-55460000,-0.91,0.2,3.524,-33.305,-0.045156598,0.19995654,,,NGM,EQUITY,EOLS,America/New_York,13.11,27,20,23.71429,25,1.57143,buy,7,85035000,1.343,-26272000,129875000,2.132,2.472,248326000,2205.008,4.106,-0.09925,,173688992,-7398125,-21994000,,0.221,0.69944,-0.1058,-0.21355,
EOSE,"Eos Energy Enterprises, Inc.",Electrical Equipment & Parts,Industrials,420,10,9,10,8,10,2,,,,,,2.388,,-18.701754,4760272,4760272,8519075,6792190,1161470976,0.61,6.64,77.62287,4.6388,2.596485,1485804928,,214423584,217912000,59539624,57930319,1734048000,1736899200,0.2732,0.02497,0.34144002,5.52,0.3566,223227008,-2.641,,,-523892000,-2.46,-1.11,99.299,-9.614,3.716814,0.19995654,,,NCM,EQUITY,EOSE,America/New_York,5.33,7,3,5,4,2,buy,7,23015000,0.106,-154554000,191278000,0.627,1.986,14963000,,0.075,-0.54662,,-83501000,-172615744,-148692000,,0.249,,,-58.70492,
EQ,"Equillium, Inc.",Biotechnology,Healthcare,45,,,,,,4,,,,,,1.826,,-1.0278041,1365784,1365784,813048,4107270,30346482,0.49,3.25,0.7119743,0.7012,0.91555,-8452634,-0.19514999,17974334,35430800,117561,190494,1727654400,1730332800,0.0033,0.36205003,0.20038,0.53,0.0054,35430800,0.64,1.3382813,,-8318000,-0.12,-1.28,-0.198,0.882,-0.48809522,0.19995654,,,NCM,EQUITY,EQ,America/New_York,0.8565,5,3,4,4,2,buy,2,33299000,0.94,-9584000,609000,1.998,2.077,42623000,2.715,1.213,-0.1195,-0.33667,42623000,-6715875,-15643000,,0.518,1,-0.22486,-0.00722,
ESPR,"Esperion Therapeutics, Inc.",Drug Manufacturers - Specialty & Generic,Healthcare,240,6,5,7,9,7,4,,,,,,0.954,,-11.341463,1813726,1813726,6197860,4154880,366485120,1.58,3.94,1.2404261,2.3628,2.19525,490730432,-0.29369,195632281,197035008,33978548,25474270,1734048000,1736899200,0.1724,0.00382,0.66293997,7.21,0.1729,197035008,-1.894,,,-86771000,-0.67,0.2,1.661,29.747,-0.2846154,0.19995654,,,NGM,EQUITY,ESPR,America/New_York,1.86,16,2.05,7.13125,6.5,2.11111,buy,8,144716992,0.734,16497000,268961984,1.281,1.854,295451008,,1.776,0.03842,,188026000,-8951375,-25758000,,0.52,0.6364,0.05584,-0.31039,
EVGO,"EVgo, Inc.",Specialty Retail,Consumer Cyclical,292,10,10,5,6,9,4,,,,,,2.391,,-9.22388,5749688,5749688,6728315,3983240,927129728,1.65,9.07,3.8742435,4.5998,4.1959,1086259328,-0.18605,100417240,130692000,34926150,36117499,1734048000,1736899200,0.2672,0.065,0.54202,4.49,0.2802,195800000,-3.223,,,-44219000,-0.42,-0.27,4.539,-15.686,0.22134387,0.19995654,,,NMS,EQUITY,EVGO,America/New_York,3.09,12,3.5,7.66667,7.5,1.69231,buy,12,142006000,1.323,-69250000,85935000,1.889,2.189,239306000,18.449,2.282,-0.09717,-0.24691,65808000,-119064872,-1699000,,0.924,0.275,-0.28937998,-0.47923002,
EVTL,Vertical Aerospace Ltd.,Aerospace & Defense,Industrials,305,,,,,,2,,,,,,0.654,,-3.2662873,683018,683018,415906,559810,438828544,3.55,15.99,,8.1264,7.49369,220191920,,5673433,84552704,150486,65378,1730332800,1732838400,0.007900001,8.11057,0.013150001,1.01,0.085200004,84552704,-2.25,,,-65297000,-4.07,-6.43,,-3.061,-0.27208978,0.19995654,,,NYQ,EQUITY,EVTL,America/New_York,5.19,13.57158,1.9636058,10.062705,12.357816,2.2,buy,4,66786000,2.992,-71945000,115076000,4.46,4.895,,,,-0.42691,,,-45210000,-43295000,,,,,,
EWTX,"Edgewise Therapeutics, Inc.",Biotechnology,Healthcare,108,5,8,8,8,8,2,,,,,,0.153,,-14.209736,1261114,1261114,852101,859760,2496935680,14.9,38.12,,28.8695,24.14345,2008840192,,54367306,94688496,6736305,5642454,1734048000,1736899200,0.071100004,0.00465,1.13538,6.29,0.103999995,103019000,5.178,5.0927,,-124294000,-1.5,-1.85,,-13.837,0.39155674,0.19995654,,,NMS,EQUITY,EWTX,America/New_York,26.37,56,30,47,50,1.625,buy,8,492536000,5.202,-145179008,4440000,25.982,26.346,,0.908,,-0.2236,-0.31899,,-64966248,-108901000,,,,,,
EXFY,"Expensify, Inc.",Software - Application,Technology,133,9,10,8,10,10,4,,,,,,1.517,,15.482056,293021,293021,556493,320520,332721216,1.24,4.13,2.420847,3.527,2.334075,299972768,-0.11603,48242722,77156000,776243,708002,1734048000,1736899200,0.0087,0.31457,0.33888,1.88,0.0119,88962896,1.349,2.772424,,-15947000,-0.18,0.26,2.183,-67.76,1.1011236,0.19995654,,,NMS,EQUITY,EXFY,America/New_York,3.74,5,2,3.5,3.5,2.2,buy,4,39172000,0.44,-4427000,6559000,1.072,2.866,137440000,5.469,1.6,-0.02339,-0.14835,74841000,14574375,15932000,,-0.03,0.54454,-0.03221,0.00813,
EXK,Endeavour Silver Corp.,Other Precious Metals & Mining,Basic Materials,1350,1,1,2,3,1,4,,,,,,1.933,,15.076924,8224582,8224582,7383485,10615280,1028259200,1.42,5.67,4.5512896,3.8662,3.86725,994446784,-0.13036,245601546,262311008,10677742,11361333,1734048000,1736899200,0.041300002,0.00196,0.36751,1.46,,262311008,1.679,2.334723,,-29452000,-0.13,0.33,4.402,24.531,1.5128205,0.19995654,,,NYQ,EQUITY,EXK,America/New_York,3.92,7,5,5.75,5.25,1.57143,buy,3,55600000,0.226,40539000,85311000,0.984,1.393,225927008,20.654,0.977,0.01007,-0.07774,71416000,-92451872,30669000,,0.081,0.3161,0.17943001,0.070989996,
FATE,"Fate Therapeutics, Inc.",Biotechnology,Healthcare,181,7,3,10,10,10,4,,,,,,1.879,,-0.7768107,1007615,1007615,3199791,1152030,144645376,1.04,8.83,10.756702,1.7934,3.1216,-53296196,,98787389,113894000,12698496,12186948,1734048000,1736899200,0.111499995,0.022809999,1.00804,3.69,0.1279,113894000,3.181,0.3992455,,-178231008,-1.64,-1.68,-3.963,0.324,-0.8148688,0.19995654,,,NGM,EQUITY,FATE,America/New_York,1.27,10,3,6.30769,5,2.44444,buy,13,296923008,2.607,-164668992,98978000,8.096,8.292,13447000,27.317,0.123,-0.22106001,-0.4659,-108861000,-58500376,-131712000,,0.581,,,-17.03871,
FDMT,"4D Molecular Therapeutics, Inc.",Biotechnology,Healthcare,147,6,6,9,8,8,2,,,,,,,,-1.657615,2072957,2072957,947675,1058770,275979360,4.43,36.25,16234.08,6.0184,14.22835,,,25284302,46227700,7672441,8917026,1734048000,1736899200,0.16600001,0.04156,1.13068,6.9,0.1727,50486500,7.146,0.8354324,,-143480000,-2.85,-3.29,,,-0.7856374,0.19995654,,,NMS,EQUITY,FDMT,America/New_York,5.97,72,6,37,39,2,buy,11,,,-163692000,,,,17000,2.321,,,,-97079000,,,,-1,,,-17044,
FEAM,"5E Advanced Materials, Inc.",Specialty Chemicals,Basic Materials,57,10,10,10,3,10,4,,,,,,1.938,,-0.67039216,177656,177656,204735,208150,23603102,0.34,2.48,,0.4893,0.8198,91927328,,59025173,69035104,996040,1425687,1727654400,1730332800,0.014500001,0.19529,0.21379,6.86,0.0249,69035104,0.169,2.0230768,,-62013000,-1.17,-0.51,,-3.002,-0.73070866,0.19995654,,,NMS,EQUITY,FEAM,America/New_York,0.3419,2,1,1.5,1.5,2.5,buy,2,4896000,0.071,-30619000,65163000,0.504,0.701,,608.659,,-0.23542,-1.9297099,-6631000,-20370876,-26872000,,,,,,
FHTX,Foghorn Therapeutics Inc.,Biotechnology,Healthcare,116,4,7,8,5,6,4,,,,,,3.148,,-3.9583333,243253,243253,150930,109390,264157952,3.86,10.25,10.353045,5.2166,6.53225,35740372,,26146561,55612200,841714,948603,1734048000,1736899200,0.0151,0.22634001,0.72686994,4.04,0.02,55612200,-0.509,,,-91223000,-1.85,-1.58,1.401,-0.363,-0.23756021,0.19995654,,,NGM,EQUITY,FHTX,America/New_York,4.75,18,4,11.71429,13,1.57143,buy,7,267396992,4.81,-98527000,39070000,4.706,4.773,25515000,,0.513,-0.20452,,-82295000,-42247248,-103428000,,-0.553,,,-3.05482,
FISI,"Financial Institutions, Inc.",Banks - Regional,Financial Services,624,3,2,1,5,2,2,1.2,0.0442,1734048000,0.37849998,5,0.917,,7.3564467,149203,149203,126250,173660,560750592,16.29,29.34,2.5888166,27.1406,23.6319,396754368,0.2352,14999407,20077000,159645,123231,1734048000,1736899200,0.0082,0.023740001,0.56868,1.42,0.0084,20364500,31.216,0.8947335,-0.04,49486000,-1.66,3.14,1.832,,0.42137408,0.19995654,0.3,1734048000,NMS,EQUITY,FISI,America/New_York,27.93,34,32,33,33,2.33333,buy,3,285422016,18.445,,244602000,,,216604992,,14.042,0.00829,0.11208,216604992,,2442000,-0.045,-0.082,,,0.33503,
FLL,"Full House Resorts, Inc.",Resorts & Casinos,Consumer Cyclical,1549,6,3,5,1,2,2,,,,,,1.989,,-12.731707,115411,115411,194683,175650,185837728,3.77,5.94,0.66577005,4.628,4.9363,687518720,-0.14636,32552931,35601100,1064147,771458,1734048000,1736899200,0.0299,0.0758,0.43852,4.21,0.0318,35601100,1.462,3.5704513,,-40855000,-1.18,-0.41,2.463,18.53,-0.05605787,0.19995654,,,NCM,EQUITY,FLL,America/New_York,5.22,7,4.75,5.6875,5.5,2.25,buy,4,25936000,0.729,37103000,527616992,0.574,0.87,279132000,1018.192,8.042,-0.00277,-0.5779,143496992,-4157750,18145000,,0.058,0.51408,0.13292,0.00593,
FNKO,"Funko, Inc.",Leisure,Consumer Cyclical,1280,10,5,6,8,7,2,,,,,,1.211,,38.246574,821900,821900,840538,865500,756020544,5.36,14.65,0.7218365,12.8605,10.66755,1015478720,-0.02289,20967870,52722800,3703742,4016707,1734048000,1736899200,0.0684,0.10175,0.90399003,4.32,0.1148,54156200,4.488,3.110517,,-23979000,-0.44,0.39,0.97,21.751,0.72986364,0.19995654,,,NMS,EQUITY,FNKO,America/New_York,13.96,16,7,11.5,11.5,2.5,buy,2,28546000,0.541,46687000,304089984,0.546,0.965,1047356992,126.477,20.362,-0.01269,-0.10288999,391992992,66793124,97544000,,-0.064,0.37427,0.04458,0.04009,
FNV,Franco-Nevada Corporation,Gold,Basic Materials,,1,8,2,7,5,2,1.52,0.0108,1741824000,0.37849998,0.93,0.692,,34.804523,560515,560515,668228,721800,27197333504,103.64,142.76,25.020544,125.1134,124.1523,25880002560,-0.55731,191031741,192492992,1710224,1393997,1734048000,1736899200,0.0107,0.00742,0.76192003,3.4,,192760992,31.101,4.5429406,-0.128,-605800000,-3.16,4.06,23.809,28.06,0.29350913,0.19995654,0.36,1726099200,NYQ,EQUITY,FNV,America/New_York,141.29,160,131.16,148.24,148,2.14286,buy,9,1317299968,6.843,922300032,,21.888,23.394,1087000064,,5.655,-0.04565,-0.094969995,949699968,644174976,870000000,-0.132,-0.119,0.87369,0.84848,0.65809995,
FNWB,First Northwest Bancorp,Banks - Regional,Financial Services,270,,,,,,2,0.28,0.026199998,1739491200,1.0769,1.78,0.891,,9.327586,12615,12615,19453,18850,95332312,8.91,16,1.8778032,10.6441,10.4679,345706688,-0.18368,5782442,8810750,19668,8773,1734048000,1736899200,0.0022,0.20325,0.53334,1.22,0.0027,8810750,18.362,0.5892604,,-9336000,-0.75,0.75,6.81,,-0.23614544,0.19995654,0.07,1731024000,NGM,EQUITY,FNWB,America/New_York,10.82,13.5,12,12.75,12.75,2,buy,2,82722000,9.447,,334993984,,,50768000,,5.743,-0.00423,-0.05886,50768000,,,,-0.276,,,-0.20924,
FOLD,"Amicus Therapeutics, Inc.",Biotechnology,Healthcare,500,3,3,5,7,5,2,,,,,,0.673,,25.162971,2826031,2826031,2313040,1872000,2883478016,8.79,14.03,5.84089,9.6494,10.3434,3078376704,-0.21205999,241076498,298806016,18230381,19596120,1734048000,1736899200,0.061,0.00765,1.04019,7.91,0.0614,304379008,0.599,16.110184,,-104688000,-0.34,0.16,6.236,133.327,-0.2992012,0.19995654,,,NGM,EQUITY,FOLD,America/New_York,9.65,21,12,17.09091,17,1.58333,buy,11,249756992,0.836,23089000,444657984,2.2,3.152,493671008,248.655,1.629,0.01161,-0.67094004,444240000,-10718250,-26517000,,0.367,0.89987,0.04677,0.17525999,
FRGE,"Forge Global Holdings, Inc.",Capital Markets,Financial Services,307,3,9,10,6,9,4,,,,,,2.388,,-3.2764008,886555,886555,656091,475180,141608944,0.7,3.56,1.7745705,0.8937,1.29338,37674960,-0.95848,132575192,185012992,3105386,3056194,1734048000,1736899200,0.0168,0.22471,0.39040002,4.25,0.0275,187479008,1.273,0.60125685,,-76486000,-0.43,-0.22,0.472,-0.458,-0.58648646,0.19995654,,,NYQ,EQUITY,FRGE,America/New_York,0.7654,7,2,3.675,2.85,2.33333,buy,4,115512000,0.625,-82228000,7945000,5.127,5.371,79799000,3.334,0.443,-0.18175,-0.29822,79260000,-11012500,-39205000,,0.035,0.99324995,-1.03044,-1.08779,
FROG,JFrog Ltd.,Software - Application,Technology,1400,1,9,6,3,5,2,,,,,,0.932,,54.03653,1621528,1621528,895740,982610,3997302528,22.91,48.81,9.757372,32.197,32.2806,3545366784,-0.1398,94798607,111563000,3091711,2743115,1734048000,1736899200,0.0277,0.15684,0.77356005,3.78,0.0326,112217000,6.779,5.285441,,-57271000,-0.52,0.66,8.654,-60.946,-0.040182173,0.19995654,,,NMS,EQUITY,FROG,America/New_York,35.83,45,30,36.98389,37,1.55,buy,18,467785984,4.193,-58172000,15843000,1.919,2.031,409670016,2.095,3.792,-0.04784,-0.08128,319472000,105298000,94399000,,0.23,0.77983004,-0.142,-0.25276,
FUBO,fuboTV Inc.,Broadcasting,Communication Services,530,8,8,7,2,5,4,,,,,,1.768,,-23.553967,15309100,15309100,39921165,23324240,1339622784,1.1,6.45,0.8426891,2.7644,1.7726,1540446848,-0.1291,327587846,339144992,33037063,39532947,1734048000,1736899200,0.097399995,0.03861,0.37474,0.39,0.1001,346872000,0.705,5.602837,,-207423008,-0.68,-0.32,0.969,-8.045,0.8544601,0.19995654,,,NYQ,EQUITY,FUBO,America/New_York,3.95,6.4,2,4.35,4.75,2.33333,buy,5,146175008,0.438,-191476992,380160992,0.436,0.545,1589699968,171.069,5.139,-0.12362,-0.74824,170876000,-36173000,-101379000,,0.203,0.107489996,-0.12045,-0.15180999,
FWRD,Forward Air Corporation,Integrated Freight & Logistics,Industrials,4014,8,2,9,5,5,2,0.96,0.0275,1700524800,0.5854,1.26,1.018,,136.18118,673011,673011,544923,638040,933200320,11.21,43.15,0.42810416,32.9242,28.75925,2995207680,-0.3114,20472216,28954400,3940722,4278591,1734048000,1736899200,0.1361,0.01721,1.17531,7.23,0.16600001,28954400,7.88,4.0901012,,-790569984,-29.29,0.27,1.374,13.519,-0.2469626,0.19995654,0.24,1700524800,NMS,EQUITY,FWRD,America/New_York,32.23,45,30.94,35.985,34,2.5,buy,4,136616000,4.718,221548000,2088173056,1.113,1.215,2179844096,620.494,81.783,0.0296,-2.20345,444446016,85268624,-29826000,,0.924,0.20389,0.10163,0.05625,
GAME,"GameSquare Holdings, Inc.",Electronic Gaming & Multimedia,Communication Services,175,,,,,,4,,,,,,,,-11.865334,168639,168639,344818,214480,29042778,0.65,2.25,0.34508651,0.87446,1.02193,42818996,-0.47204,26985586,32636000,811136,573319,1727654400,1730332800,0.025999999,0.44769,0.105100006,2.33,0.0464,32636000,1.414,0.62934935,,-44147960,-2.68,-0.13,0.509,-1.892,-0.42948717,0.19995654,,,NCM,EQUITY,GAME,America/New_York,0.8899,4,3,3.33333,3,1.66667,buy,3,13895483,0.445,-22628100,15307712,0.768,0.867,84160864,36.158,4.566,-0.17728001,-1.09743,17006164,-5953504,-26762128,,1.516,0.20207001,-0.26887,-0.2508,
GDRX,"GoodRx Holdings, Inc.",Health Information Services,Healthcare,694,,,,,,4,,,,,,1.393,,12.131846,795015,795015,1340626,897300,1844727424,4.09,9.26,2.3339605,4.6794,6.6431,1958378240,-0.02052,82820559,104273000,7583983,7932080,1734048000,1736899200,0.0199,0.12536,0.68787,5.66,0.081199996,381142016,1.834,2.6390405,,-16219000,-0.04,0.41,2.478,18.368,-0.2699849,0.19995654,,,NMS,EQUITY,GDRX,America/New_York,4.84,10,4.25,6.88235,6.25,2.11765,buy,17,423776992,1.116,106620000,544566976,4.849,5.481,790385024,78.194,2.027,0.04211,-0.02056,740492992,88558624,155016992,,0.085,0.93688005,0.1349,0.104849994,
GDS,GDS Holdings Limited,Information Technology Services,Technology,2345,,,,,,2,,,,,,0.229,,-7.223834,2252115,2252115,1570091,2328360,5352634880,5.74,29.17,0.5083582,22.1068,16.263624,79315509248,-0.39497003,832380274,188948992,5621693,5552779,1727654400,1730332800,0.028900001,0.00671,0.46351,3.88,0.0571,241476000,99.15,0.2751891,,-4213061888,-2.98,-0.6,7.533,18.78,3.3447452,0.19995654,,,NGM,EQUITY,GDS,America/New_York,27.285,34.822372,7.2734885,25.426687,25.82694,1.66667,buy,17,9907822592,6.74,4223347968,50193682432,1.314,1.392,10529258496,219.425,57.318,0.00553,-0.17993,2091265024,-3371369728,1789101056,,0.143,0.19861001,0.40111,0.111669995,
GEL,"Genesis Energy, L.P.",Oil & Gas Midstream,Energy,2111,,,,,,2,0.66,0.060100004,1738281600,1.7647,8.52,2.093,,14.639999,548877,548877,561961,965900,1344654720,9.86,15.17,0.44602275,10.6966,12.50495,6568117248,-0.00087,108318465,122424000,2775409,2647153,1734048000,1736899200,0.0227,0.18309,0.70546997,5.53,0.0383,122464000,3.1,3.5419354,,-89805000,-0.74,0.75,2.179,11.942,-0.026595771,0.19995654,0.165,1738281600,NYQ,EQUITY,GEL,America/New_York,10.98,15,12,13.66667,14,2,buy,3,12964000,0.106,550001024,4021715968,0.846,1.032,3014767104,252.242,24.612,0.02202,0.0172,616124032,-366451136,442728000,,-0.116,0.20437,0.18244,0.070300005,
GFL,GFL Environmental Inc.,Waste Management,Industrials,20000,4,8,10,9,10,2,0.06,0.0012,1736726400,0.53099996,,1.032,,33.767647,1066681,1066681,1394910,2197750,18075949056,30.565,48.87,2.329705,44.612,40.2489,28220852224,-0.075500004,256017629,381569984,7180862,7232376,1734048000,1736899200,0.0183,0.03075,0.81439,5.12,0.038900003,393383008,17.23,2.6668603,3.995,-584200000,-1.26,1,3.637,15.514,0.30391598,0.19995654,0.014,1729036800,NYQ,EQUITY,GFL,America/New_York,45.95,70.242805,27.625776,50.353813,49.979355,1.84211,buy,14,99500000,0.253,1819100032,10017099776,0.48,0.582,7758900224,142.995,21.876,0.01275,-0.08270001,1420499968,402849984,1376300032,,0.066,0.18308,0.23445,0.09083,
GHLD,Guild Holdings Company,Mortgage Finance,Financial Services,4200,,,,,,2,,,1715904000,,,1.1,,7.597011,1990,1990,10851,5080,785949632,11.21,18.255,0.94708246,13.2429,14.557375,3696019712,-0.11305001,10011887,21552800,16259,1910,1734048000,1736899200,0.0003,0.524,0.26381,1.15,0.0011,61885800,18.854,0.6735971,,-93815000,-1.54,1.76,4.454,-477.522,-0.08303249,0.19995654,0.5,1715904000,NYQ,EQUITY,GHLD,America/New_York,12.7,20,11.5,16.42857,16,2.14286,buy,7,125914000,2.035,-7740000,3035443968,0.094,2.259,829864000,262.152,13.555,-0.00349,-0.07728,829864000,-1131768960,-842764992,,-0.304,1,-0.009330001,-0.29247,
GIFT,"Giftify, Inc.",Internet Content & Information,Communication Services,64,,,,,,4,,,,,,-0.921,,-2.5111113,95735,95735,67193,94480,30385812,0.5,4.5,0.36418188,1.18412,2.680735,50578468,-0.17933,14283358,26890100,29915,27969,1727654400,1730332800,0.0011,0.32067,0.2194,0.7,0.0017,26890100,1.008,1.1210318,,-14962876,-0.48,,0.606,-4.929,-0.7414188,0.19995654,,,NCM,EQUITY,GIFT,America/New_York,1.13,4,4,4,4,2,buy,1,4663623,0.18,-10260638,11631751,0.458,0.907,83435816,48.83,3.855,-0.33923998,-1.2709,10268352,398477,-2445097,,-0.051,0.12307,-0.122980006,-0.37374002,
GKOS,Glaukos Corporation,Medical Devices,Healthcare,907,1,7,4,8,6,2,,,,,,1.028,,-144.22868,550581,550581,536938,454470,8440433152,83.9,163.71,23.423069,149.728,129.089,8333433344,-0.41507,53338763,55137400,3226602,2569804,1734048000,1736899200,0.0585,0.033970002,1.01248,4.74,0.0938,55929800,12.134,12.61579,,-149571008,-2.92,-1.1,23.126,-103.305,0.58912075,0.19995654,,,NYQ,EQUITY,GKOS,America/New_York,153.08,185,120,159.66667,160,1.78571,buy,12,262472992,4.763,-80668000,159755008,4.448,5.542,360347008,23.897,7.056,-0.07739,-0.26099002,276064000,-30490124,-72490000,,0.239,0.76611,-0.22386,-0.25509,
